movieId,title,year,year_norm,genres,genres_str,tags_str,content_str,imdbId,tmdbId,rating_count,rating_mean
7414,Going in Style (1979),1979,0.6637931034482759,Comedy|Drama,comedy drama,,comedy drama,79219,65066,1,2.5
7419,After Hours (1985),1985,0.7155172413793104,Comedy|Thriller,comedy thriller,,comedy thriller,88680,10843,7,3.7857
7438,Kill Bill: Vol. 2 (2004),2004,0.8793103448275862,Action|Drama|Thriller,action drama thriller,revenge,action drama thriller revenge,378194,393,110,3.8682
7439,"Punisher, The (2004)",2004,0.8793103448275862,Action|Crime|Thriller,action crime thriller,comic book,action crime thriller comic book,330793,7220,14,3.5
7440,Paper Clips (2004),2004,0.8793103448275862,Documentary,documentary,holocaust,documentary holocaust,380615,33823,2,3.25
7443,This So-Called Disaster (2003),2003,0.8706896551724138,Documentary,documentary,,documentary,308488,126117,1,3.5
7444,13 Going on 30 (2004),2004,0.8793103448275862,Comedy|Fantasy|Romance,comedy fantasy romance,mark ruffalo,comedy fantasy romance mark ruffalo,337563,10096,21,3.1905
7445,Man on Fire (2004),2004,0.8793103448275862,Action|Crime|Drama|Mystery|Thriller,action crime drama mystery thriller,,action crime drama mystery thriller,328107,9509,35,3.6286
7448,Envy (2004),2004,0.8793103448275862,Comedy,comedy,,comedy,326856,10710,4,2.75
7449,Godsend (2004),2004,0.8793103448275862,Drama|Horror|Thriller,drama horror thriller,,drama horror thriller,335121,11058,2,2.5
7450,Laws of Attraction (2004),2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,323033,11141,4,2.75
7451,Mean Girls (2004),2004,0.8793103448275862,Comedy,comedy,clever high school lesbian subtext,comedy clever high school lesbian subtext,377092,10625,39,3.7564
7454,Van Helsing (2004),2004,0.8793103448275862,Action|Adventure|Fantasy|Horror,action adventure fantasy horror,,action adventure fantasy horror,338526,7131,24,2.7083
7455,"Mudge Boy, The (2003)",2003,0.8706896551724138,Drama,drama,,drama,339419,26899,1,3.0
7457,Breakin' All the Rules (2004),2004,0.8793103448275862,Comedy|Romance,comedy romance,,comedy romance,349169,16428,1,3.5
7458,Troy (2004),2004,0.8793103448275862,Action|Adventure|Drama|War,action adventure drama war,,action adventure drama war,332452,652,48,3.4271
7459,Carandiru (2003),2003,0.8706896551724138,Crime|Drama,crime drama,,crime drama,293007,8440,1,4.5
7460,Coffee and Cigarettes (2003),2003,0.8706896551724138,Comedy|Drama,comedy drama,,comedy drama,379217,883,6,3.5833
7477,Eye See You (D-Tox) (2002),2002,0.8620689655172413,Horror|Thriller,horror thriller,,horror thriller,160184,10375,1,2.5
7479,Watch on the Rhine (1943),1943,0.35344827586206895,Drama,drama,world war ii,drama world war ii,36515,68440,1,4.0
7481,Enemy Mine (1985),1985,0.7155172413793104,Adventure|Drama|Sci-Fi,adventure drama scifi,,adventure drama scifi,89092,11864,4,4.0
7482,Enter the Dragon (1973),1973,0.6120689655172413,Action|Crime,action crime,,action crime,70034,9461,13,4.0385
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),1997,0.8189655172413793,Drama|Romance,drama romance,,drama romance,118845,18329,2,4.75
7487,Henry & June (1990),1990,0.7586206896551724,Drama,drama,,drama,99762,17993,1,4.0
7492,Martin (1977),1977,0.646551724137931,Drama|Horror,drama horror,,drama horror,77914,26517,1,4.0
7493,"Three Faces of Eve, The (1957)",1957,0.47413793103448276,Drama,drama,multiple personalities,drama multiple personalities,51077,28285,2,4.0
7541,100 Girls (2000),2000,0.8448275862068966,Comedy|Romance,comedy romance,,comedy romance,214388,10035,4,3.25
7560,Fail-Safe (1964),1964,0.5344827586206896,Drama|Thriller|War,drama thriller war,,drama thriller war,58083,502,1,4.0
7561,Paperhouse (1988),1988,0.7413793103448276,Fantasy|Horror|Thriller,fantasy horror thriller,,fantasy horror thriller,98061,41965,1,3.5
7562,Dobermann (1997),1997,0.8189655172413793,Action|Crime,action crime,,action crime,118996,10347,1,2.5
7564,Kwaidan (Kaidan) (1964),1964,0.5344827586206896,Horror,horror,,horror,58279,30959,2,2.5
7566,28 Up (1985),1985,0.7155172413793104,Documentary,documentary,,documentary,88650,20561,3,4.0
7569,You Only Live Twice (1967),1967,0.5603448275862069,Action|Adventure|Sci-Fi|Thriller,action adventure scifi thriller,,action adventure scifi thriller,62512,667,12,3.8333
7570,Octopussy (1983),1983,0.6982758620689655,Action|Adventure|Thriller,action adventure thriller,,action adventure thriller,86034,700,8,3.3125
7572,Wit (2001),2001,0.853448275862069,Drama,drama,cancer,drama cancer,243664,26976,1,4.5
7573,Never Say Never Again (1983),1983,0.6982758620689655,Action|Adventure|Thriller,action adventure thriller,,action adventure thriller,86006,36670,8,3.125
7579,Pride and Prejudice (1940),1940,0.3275862068965517,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,32943,43818,3,3.6667
7581,"Fountainhead, The (1949)",1949,0.4051724137931034,Drama,drama,,drama,41386,24650,2,3.25
7584,Woman of the Year (1942),1942,0.3448275862068966,Comedy|Romance,comedy romance,hepburn and tracy marriage,comedy romance hepburn and tracy marriage,35567,20640,2,4.0
7587,"Samouraï, Le (Godson, The) (1967)",1967,0.5603448275862069,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,62229,5511,4,4.0
7614,Oklahoma! (1955),1955,0.45689655172413796,Musical|Romance|Western,musical romance western,rogers and hammerstein,musical romance western rogers and hammerstein,48445,13936,2,4.5
7615,Desert Hearts (1985),1985,0.7155172413793104,Drama,drama,,drama,89015,294,1,4.5
7616,Body Double (1984),1984,0.7068965517241379,Mystery|Thriller,mystery thriller,,mystery thriller,86984,11507,1,2.5
7618,Chaplin (1992),1992,0.7758620689655172,Drama,drama,biopic in netflix queue,drama biopic in netflix queue,103939,10435,2,3.5
7619,"Miracle Worker, The (1962)",1962,0.5172413793103449,Drama,drama,blindness deaf,drama blindness deaf,56241,1162,3,3.6667
7620,Monster in a Box (1992),1992,0.7758620689655172,Comedy|Drama,comedy drama,,comedy drama,102467,34328,1,4.0
7624,School Ties (1992),1992,0.7758620689655172,Drama,drama,,drama,105327,14684,6,2.75
7636,Raising Cain (1992),1992,0.7758620689655172,Horror|Thriller,horror thriller,,horror thriller,105217,13937,1,0.5
7646,Rose Red (2002),2002,0.8620689655172413,Horror|Mystery|Thriller,horror mystery thriller,stephen king,horror mystery thriller stephen king,259153,14980,2,3.0
7647,Noises Off... (1992),1992,0.7758620689655172,Comedy,comedy,,comedy,105017,26670,2,3.75
7649,Babylon 5: In the Beginning (1998),1998,0.8275862068965517,Adventure|Sci-Fi,adventure scifi,space station,adventure scifi space station,120711,10940,5,2.8
7650,"Witchfinder General (Conquerer Worm, The) (1968)",1968,0.5689655172413793,Horror,horror,,horror,63285,31965,3,2.0
7657,Versus (2000),2000,0.8448275862068966,Action|Comedy|Fantasy|Horror,action comedy fantasy horror,,action comedy fantasy horror,275773,5842,2,3.75
7669,Pride and Prejudice (1995),1995,0.8017241379310345,Drama|Romance,drama romance,,drama romance,112130,164721,9,3.5556
7698,"China Syndrome, The (1979)",1979,0.6637931034482759,Drama|Thriller,drama thriller,,drama thriller,78966,988,5,3.7
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",1953,0.4396551724137931,Action|Adventure|Drama|Thriller,action adventure drama thriller,in netflix queue,action adventure drama thriller in netflix queue,46268,204,5,3.3
7701,Look Who's Talking Too (1990),1990,0.7586206896551724,Comedy|Romance,comedy romance,,comedy romance,100050,9356,7,1.7857
7702,"Bells of St. Mary's, The (1945)",1945,0.3706896551724138,Drama,drama,,drama,37536,32430,1,3.5
7704,"Delta Force, The (1986)",1986,0.7241379310344828,Action,action,,action,90927,16113,1,2.0
7705,Pat and Mike (1952),1952,0.43103448275862066,Comedy|Romance,comedy romance,hepburn and tracy sports,comedy romance hepburn and tracy sports,45012,33575,2,4.0
7706,Animal Crackers (1930),1930,0.2413793103448276,Comedy|Musical,comedy musical,,comedy musical,20640,13913,4,4.125
7707,"He Said, She Said (1991)",1991,0.7672413793103449,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,102011,17956,1,2.0
7708,Bedazzled (1967),1967,0.5603448275862069,Comedy|Fantasy,comedy fantasy,,comedy fantasy,61391,18209,1,2.0
7713,Cat People (1942),1942,0.3448275862068966,Drama|Horror|Romance|Thriller,drama horror romance thriller,sexuality,drama horror romance thriller sexuality,34587,25508,1,4.0
7714,Camelot (1967),1967,0.5603448275862069,Drama|Musical|Romance,drama musical romance,king arthur,drama musical romance king arthur,61439,18978,1,4.0
7716,"Lonely Guy, The (1984)",1984,0.7068965517241379,Comedy,comedy,,comedy,87635,27171,1,3.5
7720,"Four Musketeers, The (1974)",1974,0.6206896551724138,Action|Adventure|Comedy|Romance,action adventure comedy romance,,action adventure comedy romance,73012,12310,4,2.75
7727,Protocol (1984),1984,0.7068965517241379,Comedy,comedy,,comedy,87951,37296,1,3.0
7728,"Postman Always Rings Twice, The (1946)",1946,0.3793103448275862,Crime|Drama|Film-Noir|Thriller,crime drama filmnoir thriller,adultery,crime drama filmnoir thriller adultery,38854,25736,3,3.6667
7730,Matinee (1993),1993,0.7844827586206896,Comedy|Drama,comedy drama,,comedy drama,107529,25389,1,3.0
7742,Baxter (1989),1989,0.75,Drama|Horror,drama horror,,drama horror,94713,52794,1,0.5
7743,Explorers (1985),1985,0.7155172413793104,Adventure|Children|Sci-Fi,adventure children scifi,,adventure children scifi,89114,9872,2,3.5
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",1993,0.7844827586206896,Drama,drama,,drama,107617,19552,1,4.0
7748,Pierrot le fou (1965),1965,0.5431034482758621,Crime|Drama,crime drama,in netflix queue,crime drama in netflix queue,59592,2786,4,3.875
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),1967,0.5603448275862069,Drama,drama,,drama,62480,8075,1,4.0
7753,Tuesdays with Morrie (1999),1999,0.8362068965517241,Drama,drama,,drama,207805,26133,2,3.5
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),1938,0.3103448275862069,Action|Drama|War,action drama war,,action drama war,29850,10235,2,4.0
7757,Jason and the Argonauts (1963),1963,0.5258620689655172,Action|Adventure|Fantasy,action adventure fantasy,,action adventure fantasy,57197,11533,6,3.5
7762,"Tinker, Tailor, Soldier, Spy (1979)",1979,0.6637931034482759,Drama|Thriller,drama thriller,,drama thriller,80297,140207,4,3.625
7766,Throne of Blood (Kumonosu jô) (1957),1957,0.47413793103448276,Action|Drama|Thriller|War,action drama thriller war,macbeth,action drama thriller war macbeth,50613,3777,4,4.0
7767,"Best of Youth, The (La meglio gioventù) (2003)",2003,0.8706896551724138,Drama,drama,,drama,346336,11659,2,4.75
7772,Undercurrent (1946),1946,0.3793103448275862,Film-Noir|Thriller,filmnoir thriller,,filmnoir thriller,39066,44098,1,3.5
7773,"Bang, Bang, You're Dead (2002)",2002,0.8620689655172413,Drama,drama,,drama,288439,16876,2,4.0
7781,Twister (1990),1990,0.7586206896551724,Comedy,comedy,,comedy,96321,77780,1,1.5
7782,Sniper (1993),1993,0.7844827586206896,Action|Drama,action drama,,action drama,108171,9545,2,3.0
7786,Genghis Blues (1999),1999,0.8362068965517241,Documentary,documentary,,documentary,187859,28030,1,3.5
7789,"11'09""01 - September 11 (2002)",2002,0.8620689655172413,Drama,drama,terrorism,drama terrorism,328802,1926,2,4.0
7792,"Parallax View, The (1974)",1974,0.6206896551724138,Thriller,thriller,in netflix queue,thriller in netflix queue,71970,17365,0,0.0
7802,"Warriors, The (1979)",1979,0.6637931034482759,Action|Adventure|Crime|Thriller,action adventure crime thriller,,action adventure crime thriller,80120,11474,8,3.9375
7810,Babylon 5: A Call to Arms (1999),1999,0.8362068965517241,Adventure|Sci-Fi,adventure scifi,,adventure scifi,146455,10916,3,3.3333
7811,Babylon 5: The River of Souls (1998),1998,0.8275862068965517,Drama|Sci-Fi,drama scifi,,drama scifi,146247,10921,1,4.0
7812,Babylon 5: Thirdspace (1998),1998,0.8275862068965517,Drama|Sci-Fi,drama scifi,,drama scifi,121804,10941,3,3.6667
7815,True Stories (1986),1986,0.7241379310344828,Comedy|Musical,comedy musical,,comedy musical,92117,24798,1,5.0
7820,"Virgin Spring, The (Jungfrukällan) (1960)",1960,0.5,Crime|Drama,crime drama,,crime drama,53976,11656,2,3.75
7822,Mogambo (1953),1953,0.4396551724137931,Adventure|Drama|Romance,adventure drama romance,,adventure drama romance,46085,25009,1,3.0
7826,"Secret Life of Walter Mitty, The (1947)",1947,0.3879310344827586,Comedy|Romance|Thriller,comedy romance thriller,,comedy romance thriller,39808,40092,1,3.5
7831,Another Thin Man (1939),1939,0.31896551724137934,Comedy|Crime|Drama|Mystery|Romance,comedy crime drama mystery romance,nick and nora charles,comedy crime drama mystery romance nick and nora charles,31047,14589,1,3.5
7832,"Thin Man Goes Home, The (1945)",1945,0.3706896551724138,Comedy|Crime|Mystery,comedy crime mystery,nick and nora charles,comedy crime mystery nick and nora charles,37365,14594,1,3.5
7833,Shadow of the Thin Man (1941),1941,0.33620689655172414,Comedy|Crime|Mystery,comedy crime mystery,nick and nora charles,comedy crime mystery nick and nora charles,34172,14590,1,3.5
7834,After the Thin Man (1936),1936,0.29310344827586204,Comedy|Crime|Mystery|Romance,comedy crime mystery romance,nick and nora charles,comedy crime mystery romance nick and nora charles,27260,14588,3,2.8333
7835,Song of the Thin Man (1947),1947,0.3879310344827586,Comedy|Crime|Drama|Musical|Mystery|Romance,comedy crime drama musical mystery romance,nick and nora charles,comedy crime drama musical mystery romance nick and nora charles,39853,14595,1,3.5
7839,Love Crazy (1941),1941,0.33620689655172414,Comedy,comedy,,comedy,33852,20644,1,3.5
7840,Gunga Din (1939),1939,0.31896551724137934,Adventure|Comedy|War,adventure comedy war,,adventure comedy war,31398,24965,3,3.1667
7841,Children of Dune (2003),2003,0.8706896551724138,Fantasy|Sci-Fi,fantasy scifi,,fantasy scifi,287839,192936,2,3.75
7842,Dune (2000),2000,0.8448275862068966,Drama|Fantasy|Sci-Fi,drama fantasy scifi,,drama fantasy scifi,142032,876,4,4.375
7843,Lammbock (2001),2001,0.853448275862069,Comedy,comedy,,comedy,258760,1583,1,4.5
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",1993,0.7844827586206896,Action|Comedy,action comedy,,action comedy,106936,17653,2,3.5
7845,Tremors II: Aftershocks (1996),1996,0.8103448275862069,Comedy|Horror|Sci-Fi,comedy horror scifi,,comedy horror scifi,114720,11069,5,2.7
7846,Tremors 3: Back to Perfection (2001),2001,0.853448275862069,Comedy|Horror|Sci-Fi,comedy horror scifi,,comedy horror scifi,259685,10829,3,3.0
7879,Notorious C.H.O. (2002),2002,0.8620689655172413,Comedy,comedy,,comedy,300274,57946,1,3.5
7882,The Plague of the Zombies (1966),1966,0.5517241379310345,Horror,horror,,horror,60841,29049,1,3.0
7883,I Walked with a Zombie (1943),1943,0.35344827586206895,Drama|Horror,drama horror,,drama horror,36027,27130,2,2.0
7884,Highway 61 (1991),1991,0.7672413793103449,Comedy,comedy,,comedy,102035,8468,2,3.25
7888,How to Succeed in Business Without Really Trying (1967),1967,0.5603448275862069,Comedy|Musical,comedy musical,,comedy musical,61791,22682,2,4.25
7889,Pat Garrett and Billy the Kid (1973),1973,0.6120689655172413,Western,western,,western,70518,11577,2,3.75
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",1964,0.5344827586206896,Drama|Horror|Sci-Fi,drama horror scifi,,drama horror scifi,58700,21159,1,3.0
7894,"Duck, You Sucker (1971)",1971,0.5948275862068966,Action|Western,action western,,action western,67140,336,4,3.5
7895,Bring Me the Head of Alfredo Garcia (1974),1974,0.6206896551724138,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,71249,11942,2,3.5
7896,Ride the High Country (1962),1962,0.5172413793103449,Adventure|Drama|Western,adventure drama western,,adventure drama western,56412,36206,1,3.5
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),1975,0.6293103448275862,Action,action,,action,72913,49636,1,4.5
7900,Frankenstein Must Be Destroyed (1969),1969,0.5775862068965517,Drama|Horror|Sci-Fi,drama horror scifi,,drama horror scifi,65738,3075,1,3.0
7916,Gidget (1959),1959,0.49137931034482757,Comedy,comedy,,comedy,52847,43096,1,3.5
7920,Desperate Living (1977),1977,0.646551724137931,Comedy|Crime,comedy crime,,comedy crime,75936,14262,1,3.5
7924,Stray Dog (Nora inu) (1949),1949,0.4051724137931034,Drama|Film-Noir|Thriller,drama filmnoir thriller,in netflix queue,drama filmnoir thriller in netflix queue,41699,30368,1,3.5
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",1958,0.4827586206896552,Action|Adventure,action adventure,,action adventure,51808,1059,2,4.25
7926,High and Low (Tengoku to jigoku) (1963),1963,0.5258620689655172,Crime|Drama|Film-Noir|Thriller,crime drama filmnoir thriller,in netflix queue,crime drama filmnoir thriller in netflix queue,57565,12493,1,4.0
7930,"People Under the Stairs, The (1991)",1991,0.7672413793103449,Horror|Mystery|Thriller,horror mystery thriller,,horror mystery thriller,105121,13122,2,3.75
7932,Dark Days (2000),2000,0.8448275862068966,Documentary,documentary,amtrak homeless independent new york sundance award winner train,documentary amtrak homeless independent new york sundance award winner train,235327,14273,3,3.6667
